"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Nevada,2020,32,X,X,X,X,X,X
States,New Hampshire,2020,32,X,X,X,X,X,X
States,New Jersey,2020,32,X,X,X,X,X,X
States,New Mexico,2020,32,107,0,0,0,0,0
States,New York,2020,32,395,0,0,0,0,0
States,North Carolina,2020,32,134,0,0,0,0,0
States,North Dakota,2020,32,19,0,0,0,0,0
States,Ohio,2020,32,407,1,0,0.25,0.25,0
States,Oklahoma,2020,32,60,0,0,0,0,0
States,Oregon,2020,32,15,1,0,6.67,6.67,0
States,Pennsylvania,2020,32,X,X,X,X,X,X
States,Rhode Island,2020,32,X,X,X,X,X,X
States,South Carolina,2020,32,X,X,X,X,X,X
States,South Dakota,2020,32,32,0,0,0,0,0
States,Tennessee,2020,32,20,0,0,0,0,0
States,Texas,2020,32,486,0,3,0.62,0,0.62
States,Utah,2020,32,117,0,0,0,0,0
States,Vermont,2020,32,10,0,0,0,0,0
States,Virginia,2020,32,95,0,0,0,0,0
States,Washington,2020,32,133,0,0,0,0,0
States,West Virginia,2020,32,393,0,0,0,0,0
States,Wisconsin,2020,32,203,0,0,0,0,0
States,Wyoming,2020,32,X,X,X,X,X,X
States,Alabama,2020,33,130,0,0,0,0,0
States,Alaska,2020,33,X,X,X,X,X,X
States,Arizona,2020,33,66,0,0,0,0,0
States,Arkansas,2020,33,X,X,X,X,X,X
States,California,2020,33,251,1,0,0.4,0.4,0
States,Colorado,2020,33,578,0,0,0,0,0
States,Connecticut,2020,33,54,0,0,0,0,0
States,Delaware,2020,33,X,X,X,X,X,X
States,Florida,2020,33,X,X,X,X,X,X
States,Georgia,2020,33,134,0,0,0,0,0
States,Hawaii,2020,33,478,0,0,0,0,0
States,Idaho,2020,33,X,X,X,X,X,X
States,Illinois,2020,33,36,1,1,5.56,2.78,2.78
States,Indiana,2020,33,147,0,0,0,0,0
States,Iowa,2020,33,24,0,0,0,0,0
States,Kansas,2020,33,17,0,0,0,0,0
States,Kentucky,2020,33,187,0,0,0,0,0
States,Louisiana,2020,33,60,0,0,0,0,0
States,Maine,2020,33,X,X,X,X,X,X
States,Maryland,2020,33,51,0,0,0,0,0
States,Massachusetts,2020,33,196,0,0,0,0,0
States,Michigan,2020,33,202,0,0,0,0,0
States,Minnesota,2020,33,77,0,0,0,0,0
States,Mississippi,2020,33,16,0,0,0,0,0
States,Missouri,2020,33,405,0,0,0,0,0
States,Montana,2020,33,58,0,0,0,0,0
States,Nebraska,2020,33,17,0,0,0,0,0
States,Nevada,2020,33,X,X,X,X,X,X
States,New Hampshire,2020,33,X,X,X,X,X,X
States,New Jersey,2020,33,X,X,X,X,X,X
States,New Mexico,2020,33,X,X,X,X,X,X
States,New York,2020,33,457,0,0,0,0,0
States,North Carolina,2020,33,150,0,0,0,0,0
States,North Dakota,2020,33,10,0,0,0,0,0
States,Ohio,2020,33,397,0,0,0,0,0
States,Oklahoma,2020,33,83,0,0,0,0,0
States,Oregon,2020,33,24,0,0,0,0,0
States,Pennsylvania,2020,33,18,0,0,0,0,0
States,Rhode Island,2020,33,X,X,X,X,X,X
States,South Carolina,2020,33,X,X,X,X,X,X
States,South Dakota,2020,33,33,0,0,0,0,0
States,Tennessee,2020,33,17,0,0,0,0,0
States,Texas,2020,33,361,0,2,0.55,0,0.55
States,Utah,2020,33,103,0,0,0,0,0
States,Vermont,2020,33,10,0,0,0,0,0
States,Virginia,2020,33,131,0,0,0,0,0
States,Washington,2020,33,136,0,0,0,0,0
States,West Virginia,2020,33,408,0,0,0,0,0
States,Wisconsin,2020,33,181,0,0,0,0,0
States,Wyoming,2020,33,X,X,X,X,X,X
States,Alabama,2020,34,162,0,0,0,0,0
States,Alaska,2020,34,X,X,X,X,X,X
States,Arizona,2020,34,85,0,0,0,0,0
States,Arkansas,2020,34,X,X,X,X,X,X
States,California,2020,34,256,1,1,0.78,0.39,0.39
States,Colorado,2020,34,509,0,0,0,0,0
States,Connecticut,2020,34,59,0,0,0,0,0
States,Delaware,2020,34,X,X,X,X,X,X
States,Florida,2020,34,X,X,X,X,X,X
States,Georgia,2020,34,145,1,2,2.07,0.69,1.38
States,Hawaii,2020,34,409,0,0,0,0,0
States,Idaho,2020,34,X,X,X,X,X,X
States,Illinois,2020,34,27,0,0,0,0,0
States,Indiana,2020,34,143,0,0,0,0,0
States,Iowa,2020,34,28,0,0,0,0,0
States,Kansas,2020,34,17,0,0,0,0,0
States,Kentucky,2020,34,160,0,0,0,0,0
States,Louisiana,2020,34,61,0,0,0,0,0
States,Maine,2020,34,17,0,0,0,0,0
States,Maryland,2020,34,31,0,0,0,0,0
States,Massachusetts,2020,34,208,0,0,0,0,0
States,Michigan,2020,34,197,0,0,0,0,0
States,Minnesota,2020,34,78,0,0,0,0,0
States,Mississippi,2020,34,10,0,0,0,0,0
States,Missouri,2020,34,442,0,0,0,0,0
States,Montana,2020,34,43,0,0,0,0,0
States,Nebraska,2020,34,28,0,0,0,0,0
States,Nevada,2020,34,X,X,X,X,X,X
States,New Hampshire,2020,34,X,X,X,X,X,X
States,New Jersey,2020,34,X,X,X,X,X,X
States,New Mexico,2020,34,X,X,X,X,X,X
States,New York,2020,34,584,0,0,0,0,0
States,North Carolina,2020,34,127,0,0,0,0,0
States,North Dakota,2020,34,X,X,X,X,X,X
States,Ohio,2020,34,386,4,1,1.3,1.04,0.26
States,Oklahoma,2020,34,81,0,0,0,0,0
States,Oregon,2020,34,20,0,0,0,0,0
States,Pennsylvania,2020,34,18,0,0,0,0,0
States,Rhode Island,2020,34,X,X,X,X,X,X
States,South Carolina,2020,34,X,X,X,X,X,X
States,South Dakota,2020,34,38,0,0,0,0,0
States,Tennessee,2020,34,14,0,1,7.14,0,7.14
States,Texas,2020,34,441,0,2,0.45,0,0.45
States,Utah,2020,34,105,0,0,0,0,0
States,Vermont,2020,34,X,X,X,X,X,X
States,Virginia,2020,34,103,0,0,0,0,0
States,Washington,2020,34,181,0,0,0,0,0
States,West Virginia,2020,34,382,0,0,0,0,0
States,Wisconsin,2020,34,234,0,0,0,0,0
States,Wyoming,2020,34,X,X,X,X,X,X
States,Alabama,2020,35,161,0,0,0,0,0
States,Alaska,2020,35,X,X,X,X,X,X
States,Arizona,2020,35,81,0,0,0,0,0
States,Arkansas,2020,35,50,0,0,0,0,0
States,California,2020,35,241,0,0,0,0,0
States,Colorado,2020,35,479,0,0,0,0,0
States,Connecticut,2020,35,57,0,0,0,0,0
States,Delaware,2020,35,X,X,X,X,X,X
States,Florida,2020,35,X,X,X,X,X,X
States,Georgia,2020,35,136,0,3,2.21,0,2.21
States,Hawaii,2020,35,465,0,0,0,0,0
States,Idaho,2020,35,X,X,X,X,X,X
States,Illinois,2020,35,24,0,0,0,0,0
States,Indiana,2020,35,145,0,0,0,0,0
States,Iowa,2020,35,34,0,0,0,0,0
States,Kansas,2020,35,19,0,0,0,0,0
States,Kentucky,2020,35,210,0,0,0,0,0
States,Louisiana,2020,35,60,0,0,0,0,0
States,Maine,2020,35,X,X,X,X,X,X
States,Maryland,2020,35,29,0,0,0,0,0
States,Massachusetts,2020,35,223,0,0,0,0,0
States,Michigan,2020,35,190,0,0,0,0,0
States,Minnesota,2020,35,82,0,0,0,0,0
States,Mississippi,2020,35,13,1,1,15.38,7.69,7.69
States,Missouri,2020,35,442,0,0,0,0,0
States,Montana,2020,35,37,0,0,0,0,0
States,Nebraska,2020,35,21,0,0,0,0,0
States,Nevada,2020,35,X,X,X,X,X,X
States,New Hampshire,2020,35,X,X,X,X,X,X
States,New Jersey,2020,35,X,X,X,X,X,X
States,New Mexico,2020,35,X,X,X,X,X,X
States,New York,2020,35,527,0,0,0,0,0
States,North Carolina,2020,35,165,0,1,0.61,0,0.61
States,North Dakota,2020,35,24,0,0,0,0,0
States,Ohio,2020,35,447,2,0,0.45,0.45,0
States,Oklahoma,2020,35,81,0,0,0,0,0
States,Oregon,2020,35,X,X,X,X,X,X
States,Pennsylvania,2020,35,18,0,0,0,0,0
States,Rhode Island,2020,35,X,X,X,X,X,X
States,South Carolina,2020,35,X,X,X,X,X,X
States,South Dakota,2020,35,49,0,0,0,0,0
States,Tennessee,2020,35,20,0,0,0,0,0
States,Texas,2020,35,476,1,1,0.42,0.21,0.21
States,Utah,2020,35,105,0,0,0,0,0
States,Vermont,2020,35,X,X,X,X,X,X
States,Virginia,2020,35,91,0,0,0,0,0
States,Washington,2020,35,171,0,0,0,0,0
States,West Virginia,2020,35,453,0,0,0,0,0
States,Wisconsin,2020,35,192,0,0,0,0,0
States,Wyoming,2020,35,X,X,X,X,X,X
States,Alabama,2020,36,105,0,0,0,0,0
States,Alaska,2020,36,X,X,X,X,X,X
States,Arizona,2020,36,72,0,1,1.39,0,1.39
States,Arkansas,2020,36,61,0,0,0,0,0
States,California,2020,36,222,0,0,0,0,0
States,Colorado,2020,36,464,0,0,0,0,0
States,Connecticut,2020,36,73,0,0,0,0,0
States,Delaware,2020,36,X,X,X,X,X,X
States,Florida,2020,36,X,X,X,X,X,X
States,Georgia,2020,36,153,0,0,0,0,0
States,Hawaii,2020,36,344,1,0,0.29,0.29,0
States,Idaho,2020,36,X,X,X,X,X,X
States,Illinois,2020,36,38,1,0,2.63,2.63,0
States,Indiana,2020,36,200,0,0,0,0,0
States,Iowa,2020,36,42,0,0,0,0,0
States,Kansas,2020,36,19,0,0,0,0,0
States,Kentucky,2020,36,160,0,0,0,0,0
States,Louisiana,2020,36,48,0,0,0,0,0
States,Maine,2020,36,13,0,0,0,0,0
States,Maryland,2020,36,24,0,0,0,0,0
States,Massachusetts,2020,36,226,0,0,0,0,0
States,Michigan,2020,36,226,0,0,0,0,0
States,Minnesota,2020,36,74,0,0,0,0,0
States,Mississippi,2020,36,25,0,0,0,0,0
States,Missouri,2020,36,488,0,0,0,0,0
States,Montana,2020,36,49,0,0,0,0,0
States,Nebraska,2020,36,27,0,0,0,0,0
States,Nevada,2020,36,X,X,X,X,X,X
States,New Hampshire,2020,36,X,X,X,X,X,X
States,New Jersey,2020,36,X,X,X,X,X,X
States,New Mexico,2020,36,79,0,0,0,0,0
States,New York,2020,36,544,0,0,0,0,0
States,North Carolina,2020,36,181,0,0,0,0,0
States,North Dakota,2020,36,34,0,0,0,0,0
States,Ohio,2020,36,436,2,0,0.46,0.46,0
States,Oklahoma,2020,36,92,0,0,0,0,0
States,Oregon,2020,36,X,X,X,X,X,X
States,Pennsylvania,2020,36,26,0,0,0,0,0
States,Rhode Island,2020,36,X,X,X,X,X,X
States,South Carolina,2020,36,X,X,X,X,X,X
States,South Dakota,2020,36,32,0,0,0,0,0
States,Tennessee,2020,36,17,0,0,0,0,0
States,Texas,2020,36,525,2,4,1.14,0.38,0.76
States,Utah,2020,36,127,0,0,0,0,0
States,Vermont,2020,36,12,0,0,0,0,0
States,Virginia,2020,36,95,0,0,0,0,0
States,Washington,2020,36,167,0,0,0,0,0
States,West Virginia,2020,36,413,0,0,0,0,0
States,Wisconsin,2020,36,177,0,0,0,0,0
States,Wyoming,2020,36,X,X,X,X,X,X
States,Alabama,2020,37,81,0,0,0,0,0
States,Alaska,2020,37,X,X,X,X,X,X
States,Arizona,2020,37,95,0,0,0,0,0
States,Arkansas,2020,37,67,0,0,0,0,0
States,California,2020,37,237,0,0,0,0,0
States,Colorado,2020,37,682,0,0,0,0,0
States,Connecticut,2020,37,81,0,0,0,0,0
States,Delaware,2020,37,X,X,X,X,X,X
States,Florida,2020,37,X,X,X,X,X,X
States,Georgia,2020,37,168,0,0,0,0,0
States,Hawaii,2020,37,363,2,0,0.55,0.55,0
States,Idaho,2020,37,X,X,X,X,X,X
States,Illinois,2020,37,37,0,0,0,0,0
States,Indiana,2020,37,208,0,0,0,0,0
States,Iowa,2020,37,40,0,0,0,0,0
States,Kansas,2020,37,18,0,0,0,0,0
States,Kentucky,2020,37,181,0,0,0,0,0
States,Louisiana,2020,37,63,0,0,0,0,0
States,Maine,2020,37,18,0,0,0,0,0
States,Maryland,2020,37,28,0,0,0,0,0
States,Massachusetts,2020,37,287,0,0,0,0,0
States,Michigan,2020,37,210,0,0,0,0,0
States,Minnesota,2020,37,92,0,0,0,0,0
States,Mississippi,2020,37,X,X,X,X,X,X
States,Missouri,2020,37,436,0,0,0,0,0
States,Montana,2020,37,57,0,0,0,0,0
States,Nebraska,2020,37,39,0,0,0,0,0
States,Nevada,2020,37,X,X,X,X,X,X
States,New Hampshire,2020,37,X,X,X,X,X,X
States,New Jersey,2020,37,X,X,X,X,X,X
States,New Mexico,2020,37,X,X,X,X,X,X
States,New York,2020,37,591,0,0,0,0,0
States,North Carolina,2020,37,197,1,0,0.51,0.51,0
States,North Dakota,2020,37,25,0,0,0,0,0
States,Ohio,2020,37,403,0,0,0,0,0
States,Oklahoma,2020,37,81,0,0,0,0,0
States,Oregon,2020,37,X,X,X,X,X,X
States,Pennsylvania,2020,37,25,0,0,0,0,0
States,Rhode Island,2020,37,X,X,X,X,X,X
States,South Carolina,2020,37,X,X,X,X,X,X
States,South Dakota,2020,37,38,0,0,0,0,0
States,Tennessee,2020,37,19,0,0,0,0,0
States,Texas,2020,37,602,1,3,0.66,0.17,0.5
States,Utah,2020,37,108,0,0,0,0,0
States,Vermont,2020,37,22,0,1,4.55,0,4.55
States,Virginia,2020,37,98,0,0,0,0,0
States,Washington,2020,37,161,0,0,0,0,0
States,West Virginia,2020,37,502,0,0,0,0,0
States,Wisconsin,2020,37,232,0,0,0,0,0
States,Wyoming,2020,37,X,X,X,X,X,X
States,Alabama,2020,38,94,0,1,1.06,0,1.06
States,Alaska,2020,38,X,X,X,X,X,X
States,Arizona,2020,38,115,0,0,0,0,0
States,Arkansas,2020,38,82,0,0,0,0,0
States,California,2020,38,293,1,0,0.34,0.34,0
States,Colorado,2020,38,805,0,1,0.12,0,0.12
States,Connecticut,2020,38,78,0,0,0,0,0
States,Delaware,2020,38,X,X,X,X,X,X
States,Florida,2020,38,X,X,X,X,X,X
States,Georgia,2020,38,174,0,5,2.87,0,2.87
States,Hawaii,2020,38,339,0,0,0,0,0
States,Idaho,2020,38,X,X,X,X,X,X
States,Illinois,2020,38,54,1,2,5.56,1.85,3.7
States,Indiana,2020,38,214,0,0,0,0,0
States,Iowa,2020,38,36,0,0,0,0,0
States,Kansas,2020,38,25,0,0,0,0,0
States,Kentucky,2020,38,195,0,0,0,0,0
States,Louisiana,2020,38,53,0,0,0,0,0
States,Maine,2020,38,19,0,0,0,0,0
States,Maryland,2020,38,40,0,0,0,0,0
States,Massachusetts,2020,38,273,0,0,0,0,0
States,Michigan,2020,38,250,0,0,0,0,0
States,Minnesota,2020,38,100,0,0,0,0,0
States,Mississippi,2020,38,X,X,X,X,X,X
States,Missouri,2020,38,486,1,0,0.21,0.21,0
States,Montana,2020,38,72,0,0,0,0,0
States,Nebraska,2020,38,35,0,0,0,0,0
States,Nevada,2020,38,X,X,X,X,X,X
States,New Hampshire,2020,38,X,X,X,X,X,X
States,New Jersey,2020,38,X,X,X,X,X,X
States,New Mexico,2020,38,X,X,X,X,X,X
States,New York,2020,38,673,2,1,0.45,0.3,0.15
States,North Carolina,2020,38,229,0,1,0.44,0,0.44
States,North Dakota,2020,38,48,0,0,0,0,0
States,Ohio,2020,38,543,1,0,0.18,0.18,0
States,Oklahoma,2020,38,94,0,0,0,0,0
States,Oregon,2020,38,X,X,X,X,X,X
States,Pennsylvania,2020,38,28,0,0,0,0,0
States,Rhode Island,2020,38,X,X,X,X,X,X
States,South Carolina,2020,38,X,X,X,X,X,X
States,South Dakota,2020,38,45,0,0,0,0,0
States,Tennessee,2020,38,12,0,0,0,0,0
States,Texas,2020,38,692,7,5,1.73,1.01,0.72
States,Utah,2020,38,151,0,0,0,0,0
States,Vermont,2020,38,24,0,0,0,0,0
States,Virginia,2020,38,112,0,0,0,0,0
States,Washington,2020,38,275,0,0,0,0,0
States,West Virginia,2020,38,621,0,0,0,0,0
States,Wisconsin,2020,38,219,0,0,0,0,0
States,Wyoming,2020,38,X,X,X,X,X,X
States,Alabama,2020,39,106,0,0,0,0,0
States,Alaska,2020,39,X,X,X,X,X,X
States,Arizona,2020,39,96,0,0,0,0,0
States,Arkansas,2020,39,80,0,0,0,0,0
States,California,2020,39,301,0,0,0,0,0
States,Colorado,2020,39,843,0,0,0,0,0
States,Connecticut,2020,39,126,0,0,0,0,0
States,Delaware,2020,39,X,X,X,X,X,X
States,Florida,2020,39,X,X,X,X,X,X
States,Georgia,2020,39,188,0,0,0,0,0
States,Hawaii,2020,39,340,0,0,0,0,0
States,Idaho,2020,39,X,X,X,X,X,X
States,Illinois,2020,39,47,0,0,0,0,0
States,Indiana,2020,39,208,0,0,0,0,0
States,Iowa,2020,39,62,0,0,0,0,0
States,Kansas,2020,39,21,0,0,0,0,0
States,Kentucky,2020,39,219,0,0,0,0,0
States,Louisiana,2020,39,45,0,0,0,0,0
States,Maine,2020,39,38,0,0,0,0,0
States,Maryland,2020,39,53,0,0,0,0,0
States,Massachusetts,2020,39,355,0,0,0,0,0
States,Michigan,2020,39,134,0,0,0,0,0
States,Minnesota,2020,39,97,0,0,0,0,0
States,Mississippi,2020,39,13,0,0,0,0,0
States,Missouri,2020,39,645,0,0,0,0,0
States,Montana,2020,39,72,0,0,0,0,0
States,Nebraska,2020,39,29,0,0,0,0,0
States,Nevada,2020,39,X,X,X,X,X,X
States,New Hampshire,2020,39,X,X,X,X,X,X
States,New Jersey,2020,39,X,X,X,X,X,X
States,New Mexico,2020,39,102,0,0,0,0,0
States,New York,2020,39,677,0,0,0,0,0
States,North Carolina,2020,39,196,0,1,0.51,0,0.51
States,North Dakota,2020,39,72,0,0,0,0,0
States,Ohio,2020,39,684,0,0,0,0,0
States,Oklahoma,2020,39,118,1,0,0.85,0.85,0
States,Oregon,2020,39,11,0,0,0,0,0
States,Pennsylvania,2020,39,32,0,0,0,0,0
States,Rhode Island,2020,39,X,X,X,X,X,X
States,South Carolina,2020,39,12,0,0,0,0,0
States,South Dakota,2020,39,51,0,0,0,0,0
States,Tennessee,2020,39,18,0,0,0,0,0
States,Texas,2020,39,815,7,7,1.72,0.86,0.86
States,Utah,2020,39,150,0,0,0,0,0
States,Vermont,2020,39,39,0,0,0,0,0
States,Virginia,2020,39,104,0,0,0,0,0
States,Washington,2020,39,285,0,0,0,0,0
States,West Virginia,2020,39,614,0,0,0,0,0
States,Wisconsin,2020,39,350,0,0,0,0,0
States,Wyoming,2020,39,X,X,X,X,X,X
States,Alabama,2020,40,133,0,0,0,0,0
States,Alaska,2020,40,X,X,X,X,X,X
States,Arizona,2020,40,95,0,0,0,0,0
States,Arkansas,2020,40,79,0,0,0,0,0
States,California,2020,40,442,1,0,0.23,0.23,0
States,Colorado,2020,40,960,0,0,0,0,0
States,Connecticut,2020,40,142,0,0,0,0,0
States,Delaware,2020,40,X,X,X,X,X,X
States,Florida,2020,40,X,X,X,X,X,X
States,Georgia,2020,40,289,1,2,1.04,0.35,0.69
States,Hawaii,2020,40,340,0,0,0,0,0
States,Idaho,2020,40,X,X,X,X,X,X
States,Illinois,2020,40,28,0,1,3.57,0,3.57
States,Indiana,2020,40,261,0,0,0,0,0
States,Iowa,2020,40,89,0,0,0,0,0
States,Kansas,2020,40,20,0,0,0,0,0
States,Kentucky,2020,40,182,0,0,0,0,0
States,Louisiana,2020,40,70,0,0,0,0,0
States,Maine,2020,40,39,0,0,0,0,0
States,Maryland,2020,40,281,0,0,0,0,0
States,Massachusetts,2020,40,438,0,0,0,0,0
States,Michigan,2020,40,454,0,0,0,0,0
States,Minnesota,2020,40,139,0,0,0,0,0
States,Mississippi,2020,40,17,0,0,0,0,0
States,Missouri,2020,40,708,0,0,0,0,0
States,Montana,2020,40,107,0,0,0,0,0
States,Nebraska,2020,40,42,0,0,0,0,0
States,Nevada,2020,40,X,X,X,X,X,X
States,New Hampshire,2020,40,X,X,X,X,X,X
States,New Jersey,2020,40,X,X,X,X,X,X
States,New Mexico,2020,40,135,0,0,0,0,0
States,New York,2020,40,857,0,0,0,0,0
States,North Carolina,2020,40,323,0,2,0.62,0,0.62
States,North Dakota,2020,40,78,0,0,0,0,0
States,Ohio,2020,40,695,2,1,0.43,0.29,0.14
States,Oklahoma,2020,40,138,0,0,0,0,0
States,Oregon,2020,40,245,0,0,0,0,0
States,Pennsylvania,2020,40,229,0,0,0,0,0
States,Rhode Island,2020,40,X,X,X,X,X,X
States,South Carolina,2020,40,177,2,2,2.26,1.13,1.13
States,South Dakota,2020,40,54,0,0,0,0,0
States,Tennessee,2020,40,22,0,0,0,0,0
States,Texas,2020,40,1091,7,10,1.56,0.64,0.92
States,Utah,2020,40,195,0,0,0,0,0
States,Vermont,2020,40,34,0,0,0,0,0
States,Virginia,2020,40,124,0,0,0,0,0
States,Washington,2020,40,333,0,0,0,0,0
States,West Virginia,2020,40,746,4,3,0.94,0.54,0.4
States,Wisconsin,2020,40,791,0,0,0,0,0
States,Wyoming,2020,40,X,X,X,X,X,X
States,Alabama,2020,41,158,0,0,0,0,0
States,Alaska,2020,41,X,X,X,X,X,X
States,Arizona,2020,41,110,0,0,0,0,0
States,Arkansas,2020,41,104,0,0,0,0,0
States,California,2020,41,623,0,2,0.32,0,0.32
States,Colorado,2020,41,1127,0,0,0,0,0
States,Connecticut,2020,41,195,0,0,0,0,0
States,Delaware,2020,41,X,X,X,X,X,X
States,Florida,2020,41,X,X,X,X,X,X
States,Georgia,2020,41,376,0,2,0.53,0,0.53
States,Hawaii,2020,41,388,1,0,0.26,0.26,0
States,Idaho,2020,41,14,0,0,0,0,0
States,Illinois,2020,41,92,3,0,3.26,3.26,0
States,Indiana,2020,41,280,1,0,0.36,0.36,0
States,Iowa,2020,41,129,0,0,0,0,0
States,Kansas,2020,41,25,0,0,0,0,0
States,Kentucky,2020,41,245,0,0,0,0,0
States,Louisiana,2020,41,97,0,0,0,0,0
States,Maine,2020,41,65,0,0,0,0,0
States,Maryland,2020,41,466,0,0,0,0,0
States,Massachusetts,2020,41,485,0,0,0,0,0
States,Michigan,2020,41,517,0,0,0,0,0
States,Minnesota,2020,41,217,1,0,0.46,0.46,0
States,Mississippi,2020,41,20,0,0,0,0,0
States,Missouri,2020,41,770,0,0,0,0,0
States,Montana,2020,41,132,0,0,0,0,0
States,Nebraska,2020,41,29,0,1,3.45,0,3.45
States,Nevada,2020,41,X,X,X,X,X,X
States,New Hampshire,2020,41,X,X,X,X,X,X
States,New Jersey,2020,41,X,X,X,X,X,X
States,New Mexico,2020,41,193,0,0,0,0,0
States,New York,2020,41,1197,0,0,0,0,0
States,North Carolina,2020,41,265,1,2,1.13,0.38,0.75
States,North Dakota,2020,41,X,X,X,X,X,X
States,Ohio,2020,41,978,2,2,0.41,0.2,0.2
States,Oklahoma,2020,41,151,0,0,0,0,0
States,Oregon,2020,41,411,1,2,0.73,0.24,0.49
States,Pennsylvania,2020,41,232,0,0,0,0,0
States,Rhode Island,2020,41,X,X,X,X,X,X
States,South Carolina,2020,41,247,5,3,3.24,2.02,1.21
States,South Dakota,2020,41,57,0,0,0,0,0
States,Tennessee,2020,41,33,0,0,0,0,0
States,Texas,2020,41,1263,11,10,1.66,0.87,0.79
States,Utah,2020,41,241,0,0,0,0,0
States,Vermont,2020,41,42,0,1,2.38,0,2.38
States,Virginia,2020,41,133,0,0,0,0,0
States,Washington,2020,41,393,0,0,0,0,0
States,West Virginia,2020,41,668,0,1,0.15,0,0.15
States,Wisconsin,2020,41,1050,2,1,0.29,0.19,0.1
States,Wyoming,2020,41,X,X,X,X,X,X
States,Alabama,2020,42,166,3,1,2.41,1.81,0.6
States,Alaska,2020,42,X,X,X,X,X,X
States,Arizona,2020,42,130,0,0,0,0,0
States,Arkansas,2020,42,91,0,0,0,0,0
States,California,2020,42,874,1,0,0.11,0.11,0
States,Colorado,2020,42,1150,2,1,0.26,0.17,0.09
States,Connecticut,2020,42,135,0,0,0,0,0
States,Delaware,2020,42,X,X,X,X,X,X
States,Florida,2020,42,X,X,X,X,X,X
States,Georgia,2020,42,358,0,2,0.56,0,0.56
States,Hawaii,2020,42,443,0,0,0,0,0
States,Idaho,2020,42,23,0,0,0,0,0
States,Illinois,2020,42,77,0,0,0,0,0
States,Indiana,2020,42,284,0,0,0,0,0
States,Iowa,2020,42,216,0,0,0,0,0
States,Kansas,2020,42,27,0,0,0,0,0
States,Kentucky,2020,42,261,0,0,0,0,0
States,Louisiana,2020,42,84,0,0,0,0,0
States,Maine,2020,42,76,0,0,0,0,0
States,Maryland,2020,42,424,0,0,0,0,0
States,Massachusetts,2020,42,472,0,1,0.21,0,0.21
States,Michigan,2020,42,561,0,0,0,0,0
States,Minnesota,2020,42,207,0,0,0,0,0
States,Mississippi,2020,42,36,1,0,2.78,2.78,0
States,Missouri,2020,42,320,1,0,0.31,0.31,0
States,Montana,2020,42,116,0,0,0,0,0
States,Nebraska,2020,42,36,0,0,0,0,0
States,Nevada,2020,42,X,X,X,X,X,X
States,New Hampshire,2020,42,X,X,X,X,X,X
States,New Jersey,2020,42,X,X,X,X,X,X
States,New Mexico,2020,42,181,1,1,1.1,0.55,0.55
States,New York,2020,42,1417,1,3,0.28,0.07,0.21
States,North Carolina,2020,42,290,0,0,0,0,0
States,North Dakota,2020,42,X,X,X,X,X,X
States,Ohio,2020,42,1016,3,2,0.49,0.3,0.2
States,Oklahoma,2020,42,168,0,0,0,0,0
States,Oregon,2020,42,401,2,1,0.75,0.5,0.25
States,Pennsylvania,2020,42,254,0,0,0,0,0
States,Rhode Island,2020,42,X,X,X,X,X,X
States,South Carolina,2020,42,211,3,2,2.37,1.42,0.95
States,South Dakota,2020,42,45,0,0,0,0,0
States,Tennessee,2020,42,26,0,0,0,0,0
States,Texas,2020,42,1254,3,8,0.88,0.24,0.64
States,Utah,2020,42,241,0,0,0,0,0
States,Vermont,2020,42,49,0,1,2.04,0,2.04
States,Virginia,2020,42,160,0,0,0,0,0
States,Washington,2020,42,443,0,0,0,0,0
States,West Virginia,2020,42,717,1,0,0.14,0.14,0
States,Wisconsin,2020,42,939,2,2,0.43,0.21,0.21
States,Wyoming,2020,42,X,X,X,X,X,X
States,Alabama,2020,43,211,0,0,0,0,0
States,Alaska,2020,43,X,X,X,X,X,X
States,Arizona,2020,43,144,0,0,0,0,0
States,Arkansas,2020,43,93,0,0,0,0,0
States,California,2020,43,833,1,0,0.12,0.12,0
States,Colorado,2020,43,1309,1,0,0.08,0.08,0
States,Connecticut,2020,43,242,0,0,0,0,0
States,Delaware,2020,43,X,X,X,X,X,X
States,Florida,2020,43,X,X,X,X,X,X
States,Georgia,2020,43,340,1,0,0.29,0.29,0
States,Hawaii,2020,43,471,1,0,0.21,0.21,0
States,Idaho,2020,43,23,0,0,0,0,0
States,Illinois,2020,43,80,0,1,1.25,0,1.25
States,Indiana,2020,43,261,0,0,0,0,0
States,Iowa,2020,43,312,0,0,0,0,0
States,Kansas,2020,43,29,0,0,0,0,0
States,Kentucky,2020,43,322,0,0,0,0,0
States,Louisiana,2020,43,67,0,0,0,0,0
States,Maine,2020,43,64,0,0,0,0,0
States,Maryland,2020,43,496,0,0,0,0,0
States,Massachusetts,2020,43,508,0,0,0,0,0
States,Michigan,2020,43,593,0,0,0,0,0
States,Minnesota,2020,43,247,0,0,0,0,0
States,Mississippi,2020,43,36,0,0,0,0,0
States,Missouri,2020,43,679,0,0,0,0,0
States,Montana,2020,43,116,0,0,0,0,0
States,Nebraska,2020,43,41,0,0,0,0,0
